soil_health_score,traditional_yield_index,yield_stability_score,previous_repayment_score,income_stability_score,rainfall_deviation_percent,debt_to_income_ratio,risk_score
49.963209507789,81.09988176929792,0.43912963296353325,2,0.523855581242303,37.452112303610534,0.29137755994596126,0.3020009802598512
96.05714451279329,42.91583969190981,0.27585422012964644,0,0.7548754506776693,43.711576156692665,0.7201717619313145,0.5822309728991657
78.5595153449124,54.26477860589203,0.3010873799777728,1,0.7326465306143461,40.82317627442881,0.4067586647821527,0.43795800851274125
67.89267873576293,76.42964458004727,0.34453690254473746,2,0.006278402546455841,36.91913880154479,0.37627511982247763,0.29448097317051836
32.48149123539492,63.746254116713594,0.36292266749195873,2,0.2818444986563511,1.9221446515417295,0.4257926968112131,0.27677606650521
32.47956162689621,81.69997270444256,0.39380944736843526,0,0.9320129912766036,16.50764902121497,0.625075607221102,0.6917745566031109
24.64668897345596,97.28455308560018,0.40436802317079557,1,0.9602021670369151,9.825625229169255,0.9022964016006085,0.5830602837300516
89.29409166199481,38.158268140063825,0.5645730763900287,1,0.5102871569981421,23.729381956403383,0.9520208177318327,0.525525164505973
68.0892009394567,79.66974014786427,0.607658552660833,2,0.5600900151843106,17.71441736092228,0.6542978920119236,0.2950142488160927
76.64580622368364,46.12409089424801,0.4471033665010848,1,0.0006565214592899604,30.89008545074403,0.03596590368446473,0.45147227854504796
21.646759543664196,59.013370918529844,0.9258371359365827,0,0.6723400158582125,28.28720485092043,0.4074536346179901,0.6334412492795933
97.59278817295954,32.30039080565979,0.6425117786711636,1,0.21243584751713718,21.542719317035285,0.12982609497205755,0.3230532904550912
86.59541126403374,39.513516760488926,0.8299815424267254,0,0.12791188692431332,38.37052770957206,0.5582239643171415,0.5126587992525917
36.987128854262096,52.384410233422976,0.9393902659366746,2,0.30468412993753313,0.7402625356846604,0.3954836742279134,0.15956597055176214
34.54599737656805,53.93900637015895,0.3305080916606442,0,0.6648921890525386,43.28802365429375,0.7375437381976908,0.7233562029248701
34.6723607882747,92.97096515234671,0.5422995869725076,2,0.43633337117969906,0.14752308497406608,0.6011346069566755,0.4009781636376166
44.33937943676302,81.92690364865607,0.546568321371687,2,0.3490582871819876,22.600797682200962,0.18286600759693095,0.23641236967920434
61.98051453057903,98.05280777309288,0.4835778003506834,0,0.7268077059418845,44.06732372948872,0.15352911565840088,0.515968655877995
54.55560149136926,71.93500572346684,0.20712469324131197,0,0.8137200898216089,20.899853926207058,0.10012986771894716,0.5660994462547251
43.298331215843355,46.91996124639226,0.8527776862224761,0,0.8692024680654618,37.78350348005646,0.7425817962078759,0.6546959312439792
68.94823157779035,52.935852094515,0.2892474572431223,2,0.44475281605071193,20.14638412307008,0.33216053255999856,0.30318250914834716
31.15950885216335,52.3885146304377,0.9963844783374072,1,0.7178279218533818,42.54624067624246,0.44032187010164126,0.3979103672874944
43.37157188281745,52.85460293642761,0.8183667935289454,2,0.8852134030553553,49.96150820752308,0.42785554333745357,0.3316000281688651
49.308947463495336,77.10749211782709,0.6640080140852116,0,0.9089063990198505,44.91468011431921,0.6589828466275129,0.6030591592827292
56.48559873736288,67.15655496632914,0.323685134193278,2,0.4921213853412676,2.7874767973541106,0.04609710087094476,0.15501115303430096
82.81407691144109,56.9796924660651,0.6123143771145976,0,0.3553265627329415,7.412809259612874,0.354875178347024,0.5920921637167186
35.97390257266878,40.43628381101016,0.4088869926862471,0,0.9001860712581113,27.09279610378393,0.09684115193527032,0.5741154702835627
61.13875507308893,31.549741405950215,0.4018580196344556,1,0.26143046826483995,48.08006655072366,0.048495232407902544,0.4904100388881272
67.39316550896339,45.31842743113848,0.8636233995059883,2,0.7968474418772212,20.316219003470444,0.08168773660614048,0.05957795572579824
23.71603301759982,37.52299827780769,0.5045155391675478,0,0.9086549016407692,13.852094356533506,0.4213349699029132,0.6535011846695735
68.60358815211507,84.98115215965676,0.5605790427126434,2,0.7397187996647249,48.24894812948689,0.6940343522882262,0.36795641033178
33.64192989498332,37.874857046971975,0.8743717902240946,1,0.6798601634192725,35.43928686526277,0.4630226641425994,0.46485270943414125
25.20412743882236,80.69597661147853,0.2702325005750741,0,0.05067715979008691,38.52175097039046,0.24465845066202296,0.6444177184930716
95.91084298026666,56.996108284325786,0.6756942824728396,0,0.2034729897009001,5.536954908255909,0.651211201865522,0.5385423630399998
97.25056264596475,35.136487282064316,0.6625725450984303,2,0.6665696248000978,13.12808016724003,0.20207502044535608,0.11506175207923078
84.67178784931689,86.89110346021101,0.5401716554133402,2,0.7851955883038148,25.18125862879354,0.3786136001328868,0.21531661774395794
44.36910153386965,70.57413991656293,0.8638197131392744,2,0.06339097338700928,36.82187900892039,0.9519541593994436,0.32777510140757476
27.81376912051071,46.503305900450115,0.9543120490685542,1,0.01905945371737061,17.364265103097985,0.829364533592428,0.4636828098879824
74.73864212097254,92.62768220328675,0.5722686895308886,1,0.31151257388927844,10.213488366059769,0.9135379659378374,0.41937054602986346
55.21219949916811,33.1680819709386,0.5649176407987198,0,0.6449550750930727,21.857763303749355,0.15821460243895447,0.5965547100314951
29.763058787582306,44.1273725738434,0.6016509837365958,2,0.512042643020653,21.214883873743496,0.6207684184154941,0.4157959081160319
59.614152808901615,82.64328494641026,0.7784992246664493,1,0.008359315706361947,43.64847384638416,0.30994201568345237,0.40667523338195577
22.75108168921747,79.65645512169223,0.7344482325591699,2,0.15161216846664682,46.68827609150822,0.8164433864044034,0.3536344030219595
92.74563216630257,50.249018560713466,0.37826795936550967,2,0.7522008548008772,8.440730990256418,0.45450807385644976,0.3745368105319786
40.70239852800135,34.34174127469482,0.2511162788794747,1,0.2976617050709268,13.974658957757253,0.7364308383700849,0.5750575935220086
73.00178274831856,90.06546505574607,0.9594033038534315,2,0.11718870818222282,39.30122998474367,0.31172555506876565,0.2341236399539315
44.93688608715288,51.95883466489318,0.40885580778696345,0,0.05086342588132675,12.25244089421057,0.06859623883520016,0.6873333133155769
61.605441694224865,43.699939044978564,0.7108773477524735,0,0.8504422209799141,13.232225246752005,0.7521866870962045,0.6462262524789705
63.73682234746237,66.1243275652684,0.8627504021949779,2,0.47166599635693496,33.83204846902565,0.6021023059669581,0.3330174693966113
34.788356442042165,93.71590394977132,0.44022140043774904,1,0.5036786464191012,25.541678658090277,0.8665987940458757,0.6150010005045004
97.56677022116469,33.04826044903628,0.7083467309255431,2,0.06134125411261848,35.18025302891456,0.11562477456490805,0.22621637759347443
82.01062586888916,83.60628616216215,0.28632019291937993,0,0.4885799251767631,3.629249371326815,0.9696395874547994,0.6282191248615345
95.15991532513513,70.07312595570963,0.9759451555005285,2,0.6457731545733474,25.210234779375206,0.9130138870737897,0.31170101976599107
